epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.4048455059528351,0.38141512870788574,0.0010000000474974513,0.08947368711233139,1.1366722583770752
1,0.4915730357170105,0.31470319628715515,0.0010000000474974513,0.2821052670478821,0.44581881165504456
2,0.5115870833396912,0.30202314257621765,0.0010000000474974513,0.20842105150222778,0.7222931385040283
3,0.5410814881324768,0.28846514225006104,0.0010000000474974513,0.4431578814983368,0.4173562228679657
4,0.5617977380752563,0.27668270468711853,0.0010000000474974513,0.2642105221748352,0.5715656876564026
5,0.5733848214149475,0.25227317214012146,0.0010000000474974513,0.19473683834075928,0.8406413793563843
6,0.5877808928489685,0.2533450424671173,0.0010000000474974513,0.2368421107530594,0.7641764879226685
7,0.600772500038147,0.24004000425338745,0.0010000000474974513,0.3799999952316284,0.4886077642440796
8,0.6134129166603088,0.22796639800071716,0.0010000000474974513,0.14210526645183563,1.4509828090667725
9,0.620084285736084,0.22542156279087067,0.0010000000474974513,0.2936842143535614,0.6495470404624939
10,0.6169241666793823,0.21929579973220825,0.0010000000474974513,0.4442105293273926,0.4308401644229889
11,0.6436095237731934,0.20793762803077698,0.0010000000474974513,0.38736841082572937,0.3970741033554077
12,0.6555477380752563,0.19747179746627808,0.0010000000474974513,0.17368420958518982,0.6381512880325317
13,0.641853928565979,0.20483072102069855,0.0010000000474974513,0.21368421614170074,1.128522515296936
14,0.661165714263916,0.1934797465801239,0.0010000000474974513,0.3852631449699402,0.5284685492515564
15,0.6667836904525757,0.1861049085855484,0.0010000000474974513,0.324210524559021,0.5035008192062378
16,0.6857444047927856,0.17872904241085052,0.0010000000474974513,0.19684210419654846,0.8781536817550659
17,0.6794241666793823,0.18168576061725616,0.0010000000474974513,0.4557894766330719,0.37696975469589233
18,0.6836376190185547,0.1848783791065216,0.0010000000474974513,0.15684211254119873,1.1777355670928955
19,0.7029494643211365,0.16725166141986847,0.0010000000474974513,0.3252631723880768,0.6257703900337219
20,0.701896071434021,0.1686440259218216,0.0010000000474974513,0.6084210276603699,0.2561752200126648
21,0.7141854166984558,0.16008469462394714,0.0010000000474974513,0.4863157868385315,0.37686267495155334
22,0.7120786309242249,0.16151224076747894,0.0010000000474974513,0.4863157868385315,0.37834516167640686
23,0.7194522619247437,0.15558244287967682,0.0010000000474974513,0.6052631735801697,0.2515644133090973
24,0.7198033928871155,0.15459215641021729,0.0010000000474974513,0.3094736933708191,0.555139422416687
25,0.7401685118675232,0.14097024500370026,0.0010000000474974513,0.6421052813529968,0.2599172294139862
26,0.7366573214530945,0.14876027405261993,0.0010000000474974513,0.43578946590423584,0.4736945331096649
27,0.7461376190185547,0.13996213674545288,0.0010000000474974513,0.34631580114364624,0.5529381632804871
28,0.7436797618865967,0.13800391554832458,0.0010000000474974513,0.4873684346675873,0.4151372015476227
29,0.7900280952453613,0.11497867107391357,0.0005000000237487257,0.5736842155456543,0.2769547998905182
30,0.788272500038147,0.1132223904132843,0.0005000000237487257,0.6115789413452148,0.2392004132270813
31,0.793188214302063,0.10764867067337036,0.0005000000237487257,0.6231579184532166,0.260404109954834
32,0.7970505356788635,0.1119907796382904,0.0005000000237487257,0.645263135433197,0.23962900042533875
33,0.8009129166603088,0.10586782544851303,0.0005000000237487257,0.6442105174064636,0.2261839509010315
34,0.7935393452644348,0.1059393435716629,0.0005000000237487257,0.5368421077728271,0.31639495491981506
35,0.8216292262077332,0.09561824053525925,0.0002500000118743628,0.62421053647995,0.2710038721561432
36,0.8237359523773193,0.09230220317840576,0.0002500000118743628,0.6505263447761536,0.23939673602581024
37,0.826896071434021,0.09284117817878723,0.0002500000118743628,0.6589473485946655,0.23472386598587036
38,0.8321629166603088,0.08925227075815201,0.0002500000118743628,0.7378947138786316,0.16244904696941376
39,0.836376428604126,0.0899442806839943,0.0002500000118743628,0.6642104983329773,0.224261075258255
40,0.8384831547737122,0.08841588348150253,0.0002500000118743628,0.7536842226982117,0.1530476212501526
41,0.836727499961853,0.08744349330663681,0.0002500000118743628,0.6021052598953247,0.2808511555194855
