epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.33848315477371216,0.43852928280830383,0.0010000000474974513,0.1768421083688736,1.1341137886047363
1,0.4469803273677826,0.36593762040138245,0.0010000000474974513,0.2199999988079071,0.7336922883987427
2,0.4522472023963928,0.3517172038555145,0.0010000000474974513,0.17263157665729523,0.8616571426391602
3,0.4817415773868561,0.3411208391189575,0.0010000000474974513,0.31473684310913086,0.5464543104171753
4,0.4996488690376282,0.3222317099571228,0.0010000000474974513,0.324210524559021,0.5347033143043518
5,0.5203651785850525,0.31171438097953796,0.0010000000474974513,0.3105263113975525,0.48812490701675415
6,0.5393258333206177,0.2988434135913849,0.0010000000474974513,0.3526315689086914,0.5539007782936096
7,0.5435393452644348,0.2860490679740906,0.0010000000474974513,0.4747368395328522,0.3411957621574402
8,0.5537219047546387,0.27961674332618713,0.0010000000474974513,0.445263147354126,0.421136736869812
9,0.5603932738304138,0.2723720967769623,0.0010000000474974513,0.3410526216030121,0.4527486264705658
10,0.5846207737922668,0.2597934901714325,0.0010000000474974513,0.4305263161659241,0.4316767752170563
11,0.5877808928489685,0.2534489929676056,0.0010000000474974513,0.3210526406764984,0.5292061567306519
12,0.5916432738304138,0.25236788392066956,0.0010000000474974513,0.4589473605155945,0.4737875461578369
13,0.5955055952072144,0.24771679937839508,0.0010000000474974513,0.35894736647605896,0.5806654095649719
14,0.605688214302063,0.23622190952301025,0.0010000000474974513,0.5642105340957642,0.3084513545036316
15,0.613061785697937,0.23192811012268066,0.0010000000474974513,0.49052631855010986,0.3608919382095337
16,0.6204354166984558,0.22618602216243744,0.0010000000474974513,0.3684210479259491,0.7186989784240723
17,0.6334269642829895,0.21964479982852936,0.0010000000474974513,0.1599999964237213,1.1764246225357056
18,0.6281601190567017,0.21603426337242126,0.0010000000474974513,0.4242105185985565,0.5533422231674194
19,0.6302668452262878,0.21965771913528442,0.0010000000474974513,0.2905263304710388,0.7314496040344238
20,0.6404494643211365,0.21355746686458588,0.0010000000474974513,0.44631579518318176,0.5446362495422363
21,0.65625,0.20220738649368286,0.0010000000474974513,0.44736841320991516,0.6097548604011536
22,0.646769642829895,0.20155379176139832,0.0010000000474974513,0.5336841940879822,0.43646058440208435
23,0.6720505356788635,0.19400694966316223,0.0010000000474974513,0.2684210538864136,0.989665150642395
24,0.6601123809814453,0.20174261927604675,0.0010000000474974513,0.3115789592266083,0.7543714046478271
25,0.678019642829895,0.18902866542339325,0.0010000000474974513,0.41894736886024475,0.5674357414245605
26,0.6822331547737122,0.18823622167110443,0.0010000000474974513,0.5852631330490112,0.3866291344165802
27,0.6959269642829895,0.18173490464687347,0.0010000000474974513,0.527368426322937,0.5164743065834045
28,0.694522500038147,0.17648573219776154,0.0010000000474974513,0.43263158202171326,0.7096956372261047
29,0.7029494643211365,0.17229047417640686,0.0010000000474974513,0.3926315903663635,0.8476355671882629
30,0.689957857131958,0.17373858392238617,0.0010000000474974513,0.4010526239871979,0.8546048998832703
31,0.6955758333206177,0.17141444981098175,0.0010000000474974513,0.4673684239387512,0.9474277496337891
32,0.7040027976036072,0.17606361210346222,0.0010000000474974513,0.38736841082572937,0.6167598962783813
33,0.6997893452644348,0.17887911200523376,0.0010000000474974513,0.4421052634716034,0.6805514097213745
34,0.6878511309623718,0.1807817667722702,0.0010000000474974513,0.2063157856464386,1.0586601495742798
35,0.6906601190567017,0.1796962022781372,0.0010000000474974513,0.4263157844543457,0.7439242005348206
36,0.7033005356788635,0.1734202355146408,0.0010000000474974513,0.39052632451057434,0.6091418862342834
37,0.6973314881324768,0.17244374752044678,0.0010000000474974513,0.4821052551269531,0.6357330083847046
38,0.7250702381134033,0.16571593284606934,0.0010000000474974513,0.5968421101570129,0.3711049258708954
39,0.706811785697937,0.1669885665178299,0.0010000000474974513,0.3252631723880768,1.1209895610809326
40,0.7219101190567017,0.16299305856227875,0.0010000000474974513,0.40210527181625366,0.7094343900680542
41,0.7155898809432983,0.15923045575618744,0.0010000000474974513,0.5621052384376526,0.45147505402565
42,0.7370084524154663,0.14988452196121216,0.0010000000474974513,0.5989473462104797,0.5427916049957275
43,0.725772500038147,0.15598417818546295,0.0010000000474974513,0.3221052587032318,0.9380556344985962
44,0.742626428604126,0.15116922557353973,0.0010000000474974513,0.6442105174064636,0.4584270417690277
45,0.7317415475845337,0.15205895900726318,0.0010000000474974513,0.4978947341442108,0.7093282341957092
46,0.7714185118675232,0.1281471848487854,0.0002500000118743628,0.5336841940879822,0.610511839389801
47,0.786165714263916,0.11936373263597488,0.0002500000118743628,0.6126315593719482,0.5199634432792664
48,0.78125,0.11914817988872528,0.0002500000118743628,0.6126315593719482,0.5874944925308228
49,0.790730357170105,0.11436757445335388,0.0002500000118743628,0.6105263233184814,0.49253755807876587
50,0.7889747023582458,0.11222636699676514,0.0002500000118743628,0.6557894945144653,0.42165839672088623
51,0.7949438095092773,0.11124441772699356,0.0002500000118743628,0.6463158130645752,0.49637651443481445
52,0.7974016666412354,0.11489523202180862,0.0002500000118743628,0.6221052408218384,0.4711345136165619
53,0.8128511309623718,0.10381346195936203,6.25000029685907e-05,0.6389473676681519,0.5079135894775391
54,0.8093398809432983,0.10333029925823212,6.25000029685907e-05,0.6431578993797302,0.4960780739784241
55,0.8230336904525757,0.10048270225524902,6.25000029685907e-05,0.6505263447761536,0.474185973405838
56,0.8103932738304138,0.10675297677516937,6.25000029685907e-05,0.6357894539833069,0.5214816331863403
57,0.826896071434021,0.09728735685348511,1.5625000742147677e-05,0.6294736862182617,0.5334051847457886
58,0.8184691071510315,0.1032618060708046,1.5625000742147677e-05,0.648421049118042,0.49427708983421326
59,0.819522500038147,0.10206879675388336,1.5625000742147677e-05,0.6315789222717285,0.527061939239502
60,0.821980357170105,0.10028306394815445,1.5625000742147677e-05,0.6399999856948853,0.512194812297821
61,0.8191713690757751,0.09539875388145447,3.906250185536919e-06,0.6421052813529968,0.5145553350448608
62,0.8146067261695862,0.1008671224117279,3.906250185536919e-06,0.6273684501647949,0.5415395498275757
63,0.8107444047927856,0.10396763682365417,3.906250185536919e-06,0.6431578993797302,0.5096593499183655
